review_id,user_name,review_title,review_text,date,rating,source,label,country_code
d67827c4-294c-40aa-a21c-f1425cca9633,تنبيه عاجل,بنك صحار,البرنامج بطئ جدا للاسف يا بنك صحار,2025-06-14T01:15:24-07:00,1,Apple App Store,app_store,om
8abc9d67-c8a1-4ad2-8b48-a035330a02f0,Chittigopi,Update not happening,I’m unable to update the application,2025-06-04T23:33:07-07:00,1,Apple App Store,app_store,om
e018cc71-f29a-4371-8b71-2cd2c2e72c1d,Dru.3,App not updating..unable to access,I’ve been trying to update the app since yesterday.. it’s not updating. Kindly solve the issue since I need urgent access to the app.,2025-06-04T12:36:40-07:00,3,Apple App Store,app_store,om
2c37c7e8-316d-4128-a851-01d598f7eb50,"4,800y",خطأ في تسجيل الدخول,يوجد خطأ في تسجيل الدخول وكلمة المرور الرجاء مراجعة آخر تحديث للبرنامج ،،،,2025-05-02T12:31:24-07:00,2,Apple App Store,app_store,om
d39ef6cf-e22a-49d0-9679-c5cf05d3c2cb,Rufuku,Transfer not possible,With the new update Iam not able to transfer and OTP comes late-Please check the system,2025-04-30T02:41:31-07:00,3,Apple App Store,app_store,om
25512221-85cd-4b00-b129-6975bbd3c698,Soooooooiöti,When adding beneficiaries no save button,Please fix,2025-04-07T10:40:38-07:00,1,Apple App Store,app_store,om
de9b649a-dc3c-48cd-98c3-2978fe342205,Anqoodi,The worst Bank in Oman,To solve any issue they need ages & there is no update at all regarding your issue unless you call or visit any branch which will be full day activity I don’t recommend anyone to open an account on this Bank from real bad experience,2025-03-06T03:09:21-07:00,1,Apple App Store,app_store,om
7916f156-fb8a-40e7-a6c6-bdaa5abc4f7d,Mr.Fartoro,"Smooth, Fast & Convenient Banking","Opening an account with Bank Sohar has never been easier! Their mobile application allows you to open an account effortlessly, without the need to visit a branch. The process is quick, user-friendly, and requires minimal documentation.

One of the best features is the doorstep delivery of debit/credit cards, saving time and adding convenience. Additionally, online shopping is smooth and fast, with secure transactions and seamless payment processing, ensuring a hassle-free experience.

With its innovative digital services, excellent customer support, and commitment to convenience, Bank Sohar is a top choice for modern banking. Highly recommended!",2025-02-01T04:26:11-07:00,5,Apple App Store,app_store,om
1b8dd673-0f69-4741-ae42-e385e3d10c34,فاروق ابو عمر,بنك صحار الدولي,"بنك صحار الدولي 
ممتاز جداً",2025-01-05T13:47:48-07:00,5,Apple App Store,app_store,om
4d52d3c9-2be1-4ec6-b530-01744ce04ed3,syedahmer66,Update KYC failure,"I am unable to update my kyc details. The app takes pics of card, verify my face, even pull data from ROP and at the final proceed button it failed and asking me to visit newrest branch. Very disappointed",2024-12-25T00:29:49-07:00,1,Apple App Store,app_store,om
19a5445d-d148-4620-9281-f5ce7b850a01,Alqarooty,Mobile transfer,I can’t make username for phone number transfer I tried many different names but it doesn’t work,2024-11-21T12:34:30-07:00,1,Apple App Store,app_store,om
