review_id,user_name,review_title,review_text,date,rating,source,label,country_code,sentiment_polarity,sentiment_label,keywords,global_keywords,cluster
3f98b773-c8c4-4566-84e3-1f55875c4660,تنبيه عاجل,بنك صحار,البرنامج بطئ جدا للاسف يا بنك صحار,2025-06-14T01:15:24-07:00,1,Apple App Store,app_store,om,0.0,neutral,"بطئ, يا, للاسف","app, application, bank, banking, good, number, service, sohar, transfer, update",0
9179b665-84b2-4ec3-8360-48095764f181,Chittigopi,Update not happening,I’m unable to update the application,2025-06-04T23:33:07-07:00,1,Apple App Store,app_store,om,-0.5,negative,"unable, application, update","app, application, bank, banking, good, number, service, sohar, transfer, update",0
04ea5755-7751-4b93-a323-872fe347a8cc,Dru.3,App not updating..unable to access,I’ve been trying to update the app since yesterday.. it’s not updating. Kindly solve the issue since I need urgent access to the app.,2025-06-04T12:36:40-07:00,3,Apple App Store,app_store,om,0.6,positive,"yesterday, ve, urgent","app, application, bank, banking, good, number, service, sohar, transfer, update",0
bf9f81c0-e440-48c4-83a7-37a5c8555fbb,"4,800y",خطأ في تسجيل الدخول,يوجد خطأ في تسجيل الدخول وكلمة المرور الرجاء مراجعة آخر تحديث للبرنامج ،،،,2025-05-02T12:31:24-07:00,2,Apple App Store,app_store,om,0.0,neutral,"وكلمة, المرور, مراجعة","app, application, bank, banking, good, number, service, sohar, transfer, update",0
c9a858c9-7197-4912-88c2-59b74cafc8f5,Rufuku,Transfer not possible,With the new update Iam not able to transfer and OTP comes late-Please check the system,2025-04-30T02:41:31-07:00,3,Apple App Store,app_store,om,-0.05681818181818182,neutral,"late, comes, iam","app, application, bank, banking, good, number, service, sohar, transfer, update",0
aa3e3425-dcd2-4009-bcda-c17f5819bb2e,Soooooooiöti,When adding beneficiaries no save button,Please fix,2025-04-07T10:40:38-07:00,1,Apple App Store,app_store,om,0.0,neutral,"fix, ١٢, learn","app, application, bank, banking, good, number, service, sohar, transfer, update",0
f4aa43b7-69c9-42eb-8dc3-3fa8b2f4bda0,Anqoodi,The worst Bank in Oman,To solve any issue they need ages & there is no update at all regarding your issue unless you call or visit any branch which will be full day activity I don’t recommend anyone to open an account on this Bank from real bad experience,2025-03-06T03:09:21-07:00,1,Apple App Store,app_store,om,-0.21666666666666667,negative,"issue, real, activity","app, application, bank, banking, good, number, service, sohar, transfer, update",0
89262f89-08e1-476a-9dcb-ccf0004a71fc,Mr.Fartoro,"Smooth, Fast & Convenient Banking","Opening an account with Bank Sohar has never been easier! Their mobile application allows you to open an account effortlessly, without the need to visit a branch. The process is quick, user-friendly, and requires minimal documentation.

One of the best features is the doorstep delivery of debit/credit cards, saving time and adding convenience. Additionally, online shopping is smooth and fast, with secure transactions and seamless payment processing, ensuring a hassle-free experience.

With its innovative digital services, excellent customer support, and commitment to convenience, Bank Sohar is a top choice for modern banking. Highly recommended!",2025-02-01T04:26:11-07:00,5,Apple App Store,app_store,om,0.33809523809523817,positive,"convenience, account, sohar","app, application, bank, banking, good, number, service, sohar, transfer, update",0
4986974a-a945-4948-89d5-9f8da0667b5c,فاروق ابو عمر,بنك صحار الدولي,"بنك صحار الدولي 
ممتاز جداً",2025-01-05T13:47:48-07:00,5,Apple App Store,app_store,om,0.0,neutral,"ممتاز, الدولي, صحار","app, application, bank, banking, good, number, service, sohar, transfer, update",0
d75851f3-8df3-400c-827f-61c4b1991300,syedahmer66,Update KYC failure,"I am unable to update my kyc details. The app takes pics of card, verify my face, even pull data from ROP and at the final proceed button it failed and asking me to visit newrest branch. Very disappointed",2024-12-25T00:29:49-07:00,1,Apple App Store,app_store,om,-0.49375,negative,"pics, failed, proceed","app, application, bank, banking, good, number, service, sohar, transfer, update",0
bc095c84-00ce-4147-850f-9a12e546df10,Alqarooty,Mobile transfer,I can’t make username for phone number transfer I tried many different names but it doesn’t work,2024-11-21T12:34:30-07:00,1,Apple App Store,app_store,om,0.25,positive,"names, different, username","app, application, bank, banking, good, number, service, sohar, transfer, update",0
8486afcd-401d-4cfa-abce-b2637875cd88,26Akansha,Very easy and user friendly,I have 3 banks app in Oman and this app is best to use because of its simplicity. Big fan of Monthly Planner feature of the app.,2024-10-30T11:24:42-07:00,5,Apple App Store,app_store,om,0.5,positive,"app, fan, planner","app, application, bank, banking, good, number, service, sohar, transfer, update",0
8a65115f-c98b-484e-a896-369cd7b1a9ff,DeepakLC,Awesome,It’s good banking application which serve my purpose,2024-10-29T23:51:12-07:00,5,Apple App Store,app_store,om,0.7,positive,"purpose, serve, application","app, application, bank, banking, good, number, service, sohar, transfer, update",0
d587c40e-f14c-4646-8ca0-2869cc7cfafb,Haider.Khamis,Seamless!,"Easy, convenient and user friendly",2024-10-29T23:17:18-07:00,5,Apple App Store,app_store,om,0.4041666666666667,positive,"convenient, easy, user","app, application, bank, banking, good, number, service, sohar, transfer, update",0
d2f66a65-0e6c-4625-a4db-750d5fe3a0d0,Ibrahim Al Brashdi,User Friendly,"Sohar International’s App is very user friendly, fast and has all the essential features for banking on the go!",2024-10-29T23:10:39-07:00,5,Apple App Store,app_store,om,0.15499999999999997,positive,"essential, fast, user","app, application, bank, banking, good, number, service, sohar, transfer, update",0
b20765ea-1386-4da3-890d-8d76eddfe7fe,Saeed Ali H,Excellent App,It is truly a first class practical application that meets all the banking needs of individuals.,2024-10-29T22:36:13-07:00,5,Apple App Store,app_store,om,0.25,positive,"class, individuals, truly","app, application, bank, banking, good, number, service, sohar, transfer, update",0
9c0bafde-cfa3-43e6-9e80-69cf8ec50e91,؛@52738383&&؛&؛﷼.﷼.:&&:&,فاعل خير,لماذا لا يمكن فتح حساب عن طريق التطبيق بدل ما نروح للفرع؟,2024-10-29T01:18:42-07:00,4,Apple App Store,app_store,om,0.0,neutral,"يمكن, للفرع, بدل","app, application, bank, banking, good, number, service, sohar, transfer, update",0
3db39720-5059-47de-b94a-2f74af34c328,Nicky1379@,Amazing!!,Amazing!!,2024-10-14T03:35:44-07:00,5,Apple App Store,app_store,om,0.9375000000000001,positive,"amazing, ١٢, looking","app, application, bank, banking, good, number, service, sohar, transfer, update",0
7eddb7eb-f4c5-4b61-ac65-6946e2f7b7fa,aaaaziz87,Good application,Fast and good,2024-10-12T23:09:59-07:00,5,Apple App Store,app_store,om,0.44999999999999996,positive,"fast, good, ١٢","app, application, bank, banking, good, number, service, sohar, transfer, update",1
ea655923-070a-4e59-ac0c-b3c6a4227814,Abdullah………,Beyond banking,The only banking app in Oman providing beyond banking services.,2024-10-12T22:54:44-07:00,5,Apple App Store,app_store,om,0.0,neutral,"banking, providing, oman","app, application, bank, banking, good, number, service, sohar, transfer, update",0
93419c51-221b-4eba-810f-2bd0b683848d,HamedAS,Application,This application is the best bank app in oman,2024-10-12T22:49:46-07:00,5,Apple App Store,app_store,om,1.0,positive,"oman, best, application","app, application, bank, banking, good, number, service, sohar, transfer, update",0
